second_max,Speed_mean,net_acc_max,net_gyro_max,pitch_mean,No_of_Years_driving_exp,gender,driver_rating,driver_age,car_age,roll_yaw_mean,label,prediction_time
716.6,7.848947525599042,12.654479422917936,0.9552264818361038,0.1772434266526072,18.0,1,3.86,48.4,22.1,34.52383217839388,dangerous,2024-02-08 13:38:29.651159
952.8,8.93766823462646,13.762235987420528,0.9612705525562348,-0.3523612431721993,14.0,0,3.67,47.6,24.8,61.67463428865053,dangerous,2024-02-08 13:38:29.651159
585.8,10.221494678230394,11.64546638652176,2.421732065230615,-0.6805760799880866,16.7,0,3.8700001,46.7,22.5,48.76966762482808,not dangerous,2024-02-08 13:38:29.651159
831.4,6.9633499654398445,12.75349756242241,0.935082206283398,0.325638333910786,16.5,0,3.6299999,48.9,22.7,25.837175002042265,dangerous,2024-02-08 13:38:29.651159
828.9,8.436348163295772,13.053365515533688,2.5274647381905475,1.840820258024941,17.5,0,3.31,48.9,22.5,55.39251153990553,dangerous,2024-02-08 13:38:29.651159
700.6,7.571730858988673,12.515060477667994,0.6761183906805874,6.07444984023133,12.3,1,3.3700001,48.7,22.9,23.25823529505165,dangerous,2024-02-08 13:38:29.651159
729.6,6.01571875852458,13.365150874666242,1.1104468393495548,2.146731811728796,18.0,0,3.52,47.7,26.7,27.039535973079406,dangerous,2024-02-08 13:38:29.651159
783.7,7.311327074280731,12.10404108449065,0.5681206343476932,0.5589775416918099,14.7,1,3.8200002,48.0,18.9,74.37164607577265,not dangerous,2024-02-08 13:38:29.651159
953.3,9.366359456542517,13.02281129349495,0.7693630844414396,1.1377079666837546,15.9,0,3.5,47.6,19.4,29.41671178618565,dangerous,2024-02-08 13:38:29.651159
781.0,9.406676691510274,12.859717756308257,0.7223302166349759,0.0373069913561596,16.4,0,3.92,48.6,25.1,67.87049168825482,not dangerous,2024-02-08 13:38:29.651159
764.7,8.398642017651863,13.646943015863858,1.2464463811435016,0.2137190563379652,15.0,0,3.27,50.5,22.5,34.859683765626094,dangerous,2024-02-08 13:38:29.651159
969.3,8.12086601388928,13.647118821226382,0.6947049448330563,1.0803060345636006,16.0,0,3.35,49.6,24.9,36.066938793217574,dangerous,2024-02-08 13:38:29.651159
808.2,7.967609208018994,14.388917437244595,1.3975568954580564,2.0318043484544117,12.0,0,4.0099998,47.4,19.9,56.25091653161908,dangerous,2024-02-08 13:38:29.651159
718.3,12.14543462941234,12.965120094393878,0.6889634971533054,0.7973488900648296,15.2,1,3.4099998,48.9,23.8,31.70494261580778,not dangerous,2024-02-08 13:38:29.651159
894.0,7.756546517819173,12.799030170766372,0.7430557922572347,0.0306635195174124,17.9,1,3.47,47.3,23.9,47.538277335270664,dangerous,2024-02-08 13:38:29.651159
728.8,8.886613361960098,12.817690986682972,0.6891285012698114,1.339515853179191,15.4,1,3.5100002,48.6,22.8,56.34111553046395,not dangerous,2024-02-08 13:38:29.651159
827.8,6.696935774640733,13.019824834104847,0.9595143137995794,-0.4576441689620255,17.2,0,3.85,47.9,24.9,22.37155022420667,dangerous,2024-02-08 13:38:29.651159
714.9,7.553399498052627,13.209870376165345,0.6176829712605777,-0.2872214703919383,14.8,1,3.69,46.8,24.8,51.54372154746354,not dangerous,2024-02-08 13:38:29.651159
1084.3,8.545340945237568,12.86807020876697,0.7363995518111137,-0.0130401919697602,19.4,0,3.8700001,47.3,21.9,36.76825623075999,dangerous,2024-02-08 13:38:29.651159
1040.3,9.943550208074546,13.081207141278758,0.6871304895621465,1.2715844370350875,12.6,0,3.73,47.8,24.7,47.84087170616905,dangerous,2024-02-08 13:38:29.651159
1025.3,11.17904558993179,12.806929736517892,0.841081055377145,0.9559705630306036,11.6,1,3.2400002,47.0,22.3,19.619798544370397,dangerous,2024-02-08 13:38:29.651159
896.2,8.281478116861663,13.075753073493114,0.5562225496764192,1.1740730097951204,15.1,1,3.4599998,50.5,21.7,30.700439996705537,dangerous,2024-02-08 13:38:29.651159
1022.2,9.515443879186025,13.42859972151551,0.7294382742903981,1.8158561446857528,15.2,1,3.9599998,46.5,23.6,26.686301296831108,dangerous,2024-02-08 13:38:29.651159
1123.2,7.716527564470176,12.37323089266442,1.137556225288865,1.5165721991770136,13.5,0,3.5400002,49.1,23.1,53.686047443496534,dangerous,2024-02-08 13:38:29.651159
928.2,8.082522034449287,13.551285171558462,1.1554298162662102,-0.9062232362548952,12.3,1,3.39,46.5,22.4,17.14589243501563,dangerous,2024-02-08 13:38:29.651159
896.8,8.73720798712868,12.582386515398696,1.007966071329531,1.4869516441398865,17.1,0,3.5900002,49.3,29.0,45.322160637737134,dangerous,2024-02-08 13:38:29.651159
1078.5,8.258799034186366,13.232567722430533,1.1681594535030766,-0.2876311291730001,15.8,1,3.3799999,48.2,24.0,20.573529511819622,dangerous,2024-02-08 13:38:29.651159
977.0,7.082379438885508,12.495717494285143,0.7636025422837629,-0.4019805772208896,13.3,1,3.3799999,46.9,22.4,30.911673021350385,dangerous,2024-02-08 13:38:29.651159
1023.3,8.90705570553212,13.39270635918998,0.9863104951100548,0.3320075257992867,11.4,0,3.4599998,47.9,22.9,64.22115100009216,dangerous,2024-02-08 13:38:29.651159
1007.9,11.12283140366738,13.17375762499526,1.295511595864555,-0.1418630057899454,16.1,0,3.64,48.6,21.4,46.81102207779391,dangerous,2024-02-08 13:38:29.651159
885.3,7.129317703224151,12.627312717425095,0.8746591288146952,1.2700993287981326,14.7,1,3.3100002,48.5,23.4,28.999546164053438,dangerous,2024-02-08 13:38:29.651159
851.0,8.638173823845673,13.147471930980537,0.5847652629662659,0.8938430245570309,14.1,0,3.53,47.7,22.2,44.42472788179129,dangerous,2024-02-08 13:38:29.651159
973.3,10.098712070490755,12.714051729354791,0.8772736066126813,-0.4717946746953229,17.5,1,3.4900002,48.5,24.7,35.61119823550305,dangerous,2024-02-08 13:38:29.651159
902.8,7.939194405966951,12.482658038833817,0.7846140744160837,-0.9916533649466852,14.4,1,3.52,47.2,25.3,13.73882888784779,dangerous,2024-02-08 13:38:29.651159
869.4,7.068721567505139,12.805605651865354,0.8536161009969321,-1.1207356652016256,13.4,1,3.4299998,45.8,20.1,12.66705261574206,dangerous,2024-02-08 13:38:29.651159
881.9,7.8903786895077745,13.237896405412082,0.6863210721098072,0.3028516296041829,14.7,1,3.81,48.9,23.9,29.503578337577792,dangerous,2024-02-08 13:38:29.651159
1181.1,8.581739216332712,15.63820968265199,1.0445421709432128,-1.4415846758515882,18.3,0,3.5099998,49.1,22.2,14.59920959179258,dangerous,2024-02-08 13:38:29.651159
958.4,10.160356562922724,12.550862428162748,0.8722912575330695,0.8203789687746867,17.1,0,3.3,50.0,25.9,23.55534495015499,dangerous,2024-02-08 13:38:29.651159
1093.0,10.02106125236661,13.476756674759178,0.8399935021051645,-6.462645032403908,17.5,1,3.85,47.5,28.6,38.12947854563313,dangerous,2024-02-08 13:38:29.651159
885.6,10.35198272959986,12.76585956486096,0.5738159910230692,4.46527419271838,16.4,1,3.4900002,51.0,26.1,60.995648915857075,not dangerous,2024-02-08 13:38:29.651159
1131.5,10.482418233042836,12.696395964909312,0.6742148213373153,-1.309158319824944,11.9,0,3.4099998,48.4,23.4,14.497211230872592,dangerous,2024-02-08 13:38:29.651159
951.5,7.204288398209194,13.097776143034812,1.5524250580613062,0.102424147065746,13.7,0,3.1200001,47.3,23.2,32.58951879609837,dangerous,2024-02-08 13:38:29.651159
890.1,7.966577981582027,12.755713388285669,0.7380486742625292,1.0235985977852398,14.6,1,3.6599998,46.8,24.8,62.345967651024836,dangerous,2024-02-08 13:38:29.651159
913.2,10.244532391586905,13.012161617958402,0.964359289838959,2.258073307298252,14.1,0,2.98,49.2,26.1,43.61269387633992,dangerous,2024-02-08 13:38:29.651159
673.0,8.352007296061341,12.181266117692063,2.027088298932992,0.7039029221615346,14.7,0,3.7,48.4,22.3,50.15483689972377,not dangerous,2024-02-08 13:38:29.651159
923.1,8.860510206986376,12.650206736474471,0.7538734951624294,1.4935135575963634,15.7,0,3.1299999,49.3,20.6,32.144831599794266,dangerous,2024-02-08 13:38:29.651159
1013.7,6.370811595820099,13.009423663265002,0.9301006475900232,0.9364310227304856,15.1,1,3.78,48.3,23.8,39.180108957319405,dangerous,2024-02-08 13:38:29.651159
677.3,7.97014682342242,13.25553160264901,0.6333188903078574,-0.8538907086421382,15.2,0,3.72,47.2,22.6,47.08297506956686,not dangerous,2024-02-08 13:38:29.651159
634.3,9.374682994162969,13.191902399551076,1.375277777793276,-0.2131072589092217,15.1,0,3.6200001,47.7,18.1,34.092006440233746,not dangerous,2024-02-08 13:38:29.651159
1029.8,7.949856725502189,13.89035789375004,1.0297600730033656,0.935733930234968,13.4,0,3.36,47.2,27.6,26.06407929492656,dangerous,2024-02-08 13:38:29.651159
1014.4,7.995966050734462,12.423720764521647,0.6897731777197464,-0.9106146471923,13.8,0,3.3200002,49.1,18.8,43.30553091650663,dangerous,2024-02-08 13:38:29.651159
882.0,8.826510520957388,13.675490483110895,0.7598364585318877,3.468567250920149,10.4,1,3.47,46.4,23.3,30.606182782149713,dangerous,2024-02-08 13:38:29.651159
993.5,6.598008197084349,12.49256667410108,0.6172275814755886,-0.7880966864011585,18.0,1,3.7599998,48.1,24.0,8.856394681250329,dangerous,2024-02-08 13:38:29.651159
867.4,11.10083167561382,13.101472838016472,1.0131734973644873,-0.3201235064183904,10.3,0,3.5700002,48.4,23.8,48.993348833702946,not dangerous,2024-02-08 13:38:29.651159
867.3,8.2095833413864,13.66448063923858,1.66358673292761,2.662503640803026,14.0,0,3.75,47.6,23.8,53.6341980790493,dangerous,2024-02-08 13:38:29.651159
912.7,8.7392135945915,13.13883013818528,3.064215450309864,-1.0119817063571408,14.6,1,3.15,49.3,22.9,48.6379550708373,dangerous,2024-02-08 13:38:29.651159
767.9,9.71345634461662,13.296219488783516,0.7291501863527305,0.7033614633001215,16.5,1,3.36,47.3,24.0,62.9409424811524,not dangerous,2024-02-08 13:38:29.651159
832.9,8.593055812126659,11.694147653100686,0.709951501170043,1.410168435656083,15.2,1,3.94,48.5,21.4,13.058985637654969,dangerous,2024-02-08 13:38:29.651159
804.7,8.636446572266426,13.34414091841716,0.802874556735647,0.8005154452230251,12.3,1,3.3700001,49.3,22.3,13.191647958925962,dangerous,2024-02-08 13:38:29.651159
730.5,8.473211869340465,12.025678746265086,0.5356478130643981,1.7005720909161024,16.9,0,3.75,48.5,21.2,47.71610077570294,not dangerous,2024-02-08 13:38:29.651159
980.0,7.577572357032826,14.321968689131175,0.8324537355977493,1.1012830545585897,13.1,1,3.42,47.8,21.6,35.88637177446383,dangerous,2024-02-08 13:38:29.651159
713.0,8.85665916290473,12.73629860929897,0.6427283009446341,-0.1489778454207251,14.0,0,3.2400002,46.5,25.9,48.41256392155167,not dangerous,2024-02-08 13:38:29.651159
772.9,6.953362472809538,12.00016790375609,1.537456443846572,0.7568228423804216,14.6,1,3.15,48.2,22.4,59.477453442139215,dangerous,2024-02-08 13:38:29.651159
923.9,8.742203341285617,13.428148096504136,1.2929554917595365,-5.213579314408311,17.3,0,3.4299998,49.8,26.0,37.45150569199697,dangerous,2024-02-08 13:38:29.651159
932.3,9.839151871057682,12.641728272863924,0.9989285379315684,-7.0307618790356745,16.2,0,3.7,46.5,19.8,34.013041634557396,dangerous,2024-02-08 13:38:29.651159
983.2,6.935663210835723,13.741942001226226,0.5935189085353579,-0.9778988167009782,11.7,0,3.5099998,48.5,21.9,32.07015439710472,dangerous,2024-02-08 13:38:29.651159
969.9,7.518244914890576,13.22571468558479,0.6031372896945165,1.4306535087163166,13.8,0,3.77,48.7,27.4,3.5051829883392225,dangerous,2024-02-08 13:38:29.651159
912.6,9.418914968101044,12.537856815459971,0.8842226512154353,0.130107008702287,14.5,1,3.85,49.8,23.8,45.76081301581164,dangerous,2024-02-08 13:38:29.651159
807.3,6.824495930335047,12.918619317861983,1.0255799695830825,2.5538334402993685,17.8,0,3.16,49.3,25.1,75.10661671234095,not dangerous,2024-02-08 13:38:29.651159
1044.9,9.405727446384583,13.746217392577549,0.732114386858137,0.7025636951723435,16.5,1,3.48,48.4,23.9,48.716550395936885,dangerous,2024-02-08 13:38:29.651159
755.6,8.09651843463769,13.01157677048127,0.8885092428754671,0.7928035195991006,14.4,1,3.01,48.4,21.1,49.250625886938096,not dangerous,2024-02-08 13:38:29.651159
1113.5,7.262255525013766,13.109571045658026,0.6719748892208399,1.94018888527944,13.2,1,3.55,47.0,24.4,62.703333937583196,dangerous,2024-02-08 13:38:29.651159
977.6,7.609214837733823,12.738229817153329,0.978900109102567,-1.0103459652506837,16.9,0,3.65,46.9,22.4,48.15835107873074,dangerous,2024-02-08 13:38:29.651159
821.7,9.87619980376622,12.77439358035581,0.6548345350584495,0.0287789622406721,12.4,1,3.72,45.9,27.9,20.879809495968317,dangerous,2024-02-08 13:38:29.651159
862.2,7.662201762518873,12.744746222541249,0.8880707479802616,0.9855773346099832,15.8,0,3.75,47.0,25.5,44.44802507328856,dangerous,2024-02-08 13:38:29.651159
635.5,10.399808684405226,12.463568086366177,0.7256746621599726,0.8349085423952898,14.7,0,3.6299999,46.6,23.9,5.71113474231581,not dangerous,2024-02-08 13:38:29.651159
870.2,8.469285507694524,13.368829557519067,0.6999622958598698,-0.9664933287533662,17.1,1,3.9,48.6,21.1,64.05886212946915,not dangerous,2024-02-08 13:38:29.651159
580.7,7.271021823724915,12.55388400707148,0.7777636586722526,0.1842437582450701,16.0,1,3.47,46.4,28.9,61.211236373935314,not dangerous,2024-02-08 13:38:29.651159
943.9,9.895070853662478,12.518923710319088,0.7036818980730923,1.3248881501740226,12.5,0,3.1200001,48.0,27.4,32.37369060334066,dangerous,2024-02-08 13:38:29.651159
960.7,6.4428928830152525,14.028899362850442,1.3412241060697827,2.6521229602342578,13.8,1,3.25,47.3,21.7,61.74164711951348,dangerous,2024-02-08 13:38:29.651159
901.7,8.320244754730497,12.967222001944316,0.784284906022786,-0.5937201090694844,17.0,1,3.52,47.7,28.8,32.130755172377235,dangerous,2024-02-08 13:38:29.651159
961.3,8.690591849496524,12.79219424516346,0.9434387051998816,-0.6663094595602768,15.1,0,3.81,47.0,21.4,29.50372098519538,dangerous,2024-02-08 13:38:29.651159
971.2,7.388568558426646,13.01027974532381,0.7082911982056725,0.5787641092095037,16.3,0,3.36,46.5,23.4,14.73043447157126,dangerous,2024-02-08 13:38:29.651159
827.6,8.60436962276591,12.597407134493425,0.6919612527198147,0.9423372672036188,13.3,0,3.61,48.0,25.2,63.364342704556634,not dangerous,2024-02-08 13:38:29.651159
951.1,8.534984032488383,13.32199066083073,1.118886476243161,1.5437965384149943,16.0,1,4.0,47.2,24.7,45.47298202615799,dangerous,2024-02-08 13:38:29.651159
1164.7,8.544787718130534,13.099327783581035,0.8944816546133871,1.4913323517279184,14.5,1,3.47,46.5,20.7,36.744766941125604,dangerous,2024-02-08 13:38:29.651159
943.0,7.596542092278211,14.61990675147681,1.6414532588722768,1.9391515430934363,14.7,0,3.83,49.4,22.6,62.72414750460043,dangerous,2024-02-08 13:38:29.651159
816.9,8.365452412845759,12.327858298134808,1.7453457060205435,-1.5518797544429423,15.7,1,3.55,49.7,17.9,22.167916985380657,dangerous,2024-02-08 13:38:29.651159
797.1,8.121765418639367,12.757321316578636,0.5983638994778204,-1.532076233452769,13.1,0,3.58,48.8,27.1,66.49470011393306,not dangerous,2024-02-08 13:38:29.651159
751.2,6.672990345034172,13.531553008982629,1.096563864891087,0.4815489617411169,15.6,0,3.69,46.8,23.8,73.20482867192977,not dangerous,2024-02-08 13:38:29.651159
742.7,8.522549735727159,13.09220410504632,0.6902828756447306,0.3475344079997823,13.1,0,3.89,47.8,20.7,17.12926077180066,dangerous,2024-02-08 13:38:29.651159
720.7,7.469812464364727,11.621030286024736,0.617317284318127,-0.6479074999710196,12.9,1,3.2599998,48.1,25.6,31.817170455021312,not dangerous,2024-02-08 13:38:29.651159
729.9,7.333405098278712,13.36959486960906,0.8542392566565221,-5.559359377700899,13.0,1,3.4599998,47.4,20.2,28.496935823775747,dangerous,2024-02-08 13:38:29.651159
934.8,10.087057232086172,13.632034289908528,1.398733795025219,-1.4811208752621865,14.5,1,3.4,45.1,23.3,60.02299093461641,dangerous,2024-02-08 13:38:29.651159
853.2,9.332871929673631,13.52283326487299,0.7554608018601077,2.425308269715094,17.7,0,3.48,49.5,28.6,33.23907464773117,dangerous,2024-02-08 13:38:29.651159
638.2,7.038775425992244,12.790467366343334,0.8173638743007968,0.32156148000395,16.9,1,3.33,47.7,24.7,15.133823996157568,dangerous,2024-02-08 13:38:29.651159
1122.0,7.492808023649786,12.263923625175432,0.6265097160636115,-0.4114015133440425,12.4,1,3.2099998,45.9,30.9,13.651743450749242,dangerous,2024-02-08 13:38:29.651159
990.2,10.744527715824985,13.458014530922204,0.7814996005941632,1.0014903109906492,14.2,0,3.17,46.4,22.9,44.895170850084675,dangerous,2024-02-08 13:38:29.651159
762.9,6.681710043807461,12.523911711821736,1.0815874942841983,0.5963171416013231,13.3,1,3.6200001,47.4,30.8,16.320030395838607,dangerous,2024-02-08 13:38:29.651159
1074.0,8.860010220038301,13.721457503478453,0.9300347329231006,1.2986529561330615,15.7,1,3.7099998,47.2,22.1,46.981502948371705,dangerous,2024-02-08 13:38:29.651159
1143.1,9.878958266391551,13.46455657473978,0.6607905808993505,5.086712739563998,14.3,1,3.98,49.7,25.8,35.69353587340815,dangerous,2024-02-08 13:38:29.651159
1007.0,9.653192417091264,12.664708872275918,0.6224979877715466,1.3955195298103726,13.7,0,3.48,48.6,21.9,5.226842408722671,dangerous,2024-02-08 13:38:29.651159
867.3,5.685886495013738,12.370858335830992,1.216806937737854,-2.7853397287825805,13.1,1,3.97,50.7,26.2,40.996764720992324,dangerous,2024-02-08 13:38:29.651159
779.1,6.922122481816606,13.507369216972975,0.786463185924067,0.6839840621424459,14.5,1,3.6,47.6,24.2,30.817223397583984,dangerous,2024-02-08 13:38:29.651159
1073.3,10.494068567967368,13.970702220620684,1.1851155405064009,3.117738463241525,14.8,0,3.5099998,49.4,23.7,62.89261756234261,dangerous,2024-02-08 13:38:29.651159
1011.1,9.524854205281349,12.947233503461472,0.732938446950346,0.3033660452505892,12.9,1,3.5700002,47.5,22.7,2.704087105811128,dangerous,2024-02-08 13:38:29.651159
634.0,8.072548487537208,13.940811508306354,1.3399536978876965,0.0512835188299263,14.2,1,3.6200001,47.5,25.7,52.91494358431667,not dangerous,2024-02-08 13:38:29.651159
743.8,5.988787248349452,14.189075771630357,0.7878400658950565,0.9672949905654094,17.6,0,3.56,49.3,24.2,80.62125082395033,not dangerous,2024-02-08 13:38:29.651159
828.3,8.193297231535567,12.440236326986446,0.6485688109341275,0.9667819930170486,14.1,1,3.85,48.3,22.0,39.28002121980546,dangerous,2024-02-08 13:38:29.651159
988.5,9.683865156946316,12.761776260478966,0.8095887943053495,-0.8407692921368067,16.3,1,3.7099998,48.3,19.8,18.635779839248414,dangerous,2024-02-08 13:38:29.651159
805.7,8.53951987457557,13.554032702081452,0.8684871904805842,0.3213419684247953,13.8,1,3.83,47.7,20.9,29.279404460793934,dangerous,2024-02-08 13:38:29.651159
852.8,7.922199174605997,15.635367047416102,0.8862171210141524,-1.4917102715503314,15.2,1,3.6799998,48.9,21.9,53.31863663038878,dangerous,2024-02-08 13:38:29.651159
898.4,6.080734888171636,12.916210337057729,1.1646957801429825,0.6864466506026193,13.7,0,3.77,47.1,23.6,75.62993993055971,dangerous,2024-02-08 13:38:29.651159
876.2,7.937477039310221,13.274800228770289,0.8159911168243278,-0.634863599659104,13.0,1,3.3799999,47.0,25.6,46.248262828591855,dangerous,2024-02-08 13:38:29.651159
791.3,8.985584806195773,12.910122049025585,0.6390591540520921,-1.0872610280907122,13.4,1,3.6599998,48.5,26.0,29.667472400127526,dangerous,2024-02-08 13:38:29.651159
957.0,8.576397246060388,13.707490440346856,0.8088785551105996,1.8018728438274845,16.4,0,3.6200001,46.4,22.6,51.87972256099841,dangerous,2024-02-08 13:38:29.651159
1280.9,10.114902735490483,13.024981595023728,0.9520755485507292,13.15039240414535,15.6,1,3.27,48.4,21.9,4.429899236407429,dangerous,2024-02-08 13:38:29.651159
944.3,8.606971164294324,12.895887062252667,0.6578416390063051,-0.0781228992251483,16.8,0,3.64,48.2,28.5,31.395683881172594,dangerous,2024-02-08 13:38:29.651159
1004.4,11.0283207344221,13.296766184187147,1.0640201994412268,2.564862982353338,15.4,1,3.5900002,48.4,21.1,65.13938916960987,not dangerous,2024-02-08 13:38:29.651159
980.1,8.917736932286157,13.352276362263794,1.1592802211487077,0.6794806276738867,14.4,1,3.55,48.3,24.5,30.152120917264227,dangerous,2024-02-08 13:38:29.651159
995.3,7.480713895350847,12.878189210785814,0.5506071261994225,0.3990504808149876,14.8,1,3.28,48.2,25.6,62.12748649517276,dangerous,2024-02-08 13:38:29.651159
828.3,7.289703305320498,14.117805903638043,0.6678323371569308,-0.983609305231188,16.2,0,3.6200001,47.9,25.4,46.968663217417095,dangerous,2024-02-08 13:38:29.651159
710.9,8.529000688476412,12.241180685878993,0.5135356000638523,3.2907335447787918,14.4,1,4.02,46.6,21.0,43.63929160392013,not dangerous,2024-02-08 13:38:29.651159
856.8,6.901374946089651,12.992560859335963,2.182008981802367,0.7166622733348664,13.8,1,3.2400002,48.2,23.6,20.10600040855138,dangerous,2024-02-08 13:38:29.651159
992.3,8.32730872996873,12.639881419896977,1.9132494176758044,3.5690016749771964,14.2,1,3.47,47.8,25.2,40.68538760055178,dangerous,2024-02-08 13:38:29.651159
702.0,8.752878024135793,12.242636059554007,0.6145855944959593,1.081375368073639,12.0,0,3.81,47.6,19.1,34.85450836956226,not dangerous,2024-02-08 13:38:29.651159
688.1,9.799222733684614,13.193580543021046,0.5719410684661983,-0.3007682038821088,15.4,0,3.5,48.2,25.8,51.22860509210575,not dangerous,2024-02-08 13:38:29.651159
731.9,8.000692039143754,12.697948597152646,1.3649378906282184,2.301050816704496,11.8,1,3.7399998,48.1,19.0,56.12481763569207,not dangerous,2024-02-08 13:38:29.651159
922.6,8.350979216375165,12.778949085697151,1.2569141002875974,0.7541408191001664,16.1,1,3.2900002,47.6,22.4,50.72977960689556,dangerous,2024-02-08 13:38:29.651159
655.6,7.365824313877942,13.655571352708318,0.5980544254366978,-0.4116219081970545,12.4,0,3.55,47.8,21.7,47.55821601149241,not dangerous,2024-02-08 13:38:29.651159
924.2,8.552290752053775,14.99244039030886,2.7289067283419497,0.2895692154093742,16.2,1,3.5,48.7,30.9,40.392955123537476,dangerous,2024-02-08 13:38:29.651159
529.3,6.241700907803433,12.624026234328309,0.9003931159252325,-1.1577887257488315,12.6,0,4.06,48.8,26.1,35.07321198304771,not dangerous,2024-02-08 13:38:29.651159
862.7,8.434552053918615,12.646471412816254,0.6074033926128006,-0.9076529223820736,13.7,0,3.18,47.7,20.5,7.236374485355499,dangerous,2024-02-08 13:38:29.651159
783.2,8.443799357658403,12.461085968588169,0.6523430287059573,0.6959572564216779,14.6,1,3.28,49.1,21.8,43.286391384502025,not dangerous,2024-02-08 13:38:29.651159
1066.8,10.846329396415715,13.39600672571686,0.7110825678804475,0.000644571482219,15.7,1,3.92,48.2,19.7,17.640275942454178,dangerous,2024-02-08 13:38:29.651159
655.0,6.913519003411956,13.082504982617468,1.1376310296572112,4.229958594993343,19.0,0,3.3799999,48.8,25.7,22.13013465418678,dangerous,2024-02-08 13:38:29.651159
997.7,7.826240656613062,13.49164930277468,1.6002317844961418,0.847918562658706,12.8,1,3.6200001,48.6,23.4,45.90055815520372,dangerous,2024-02-08 13:38:29.651159
821.7,6.342211764267501,13.771730756582649,1.3596681704375413,-0.2453699061787215,12.9,1,3.6799998,47.2,23.0,44.730633262851974,dangerous,2024-02-08 13:38:29.651159
1031.8,9.272544367171124,12.3890838455535,1.6212268706214843,6.007682417001679,13.5,0,3.5099998,48.8,23.1,33.557630948758174,dangerous,2024-02-08 13:38:29.651159
1133.8,9.05272073682566,12.95892369434985,0.680375584694195,0.6102644638587632,13.6,1,3.35,49.4,23.6,58.18822412418763,dangerous,2024-02-08 13:38:29.651159
965.5,6.759454881904378,12.841820783583458,0.5851944117332907,-0.5412113649248124,15.5,1,3.81,48.8,25.5,31.942705791934223,dangerous,2024-02-08 13:38:29.651159
805.1,6.61284085089859,14.449609210805392,0.8824483678484724,1.891459654941262,13.3,1,3.6799998,47.5,24.6,59.31564788476978,dangerous,2024-02-08 13:38:29.651159
1015.1,8.331249985565858,12.542523164160157,0.9135906145454972,0.8910051588176839,11.7,0,3.3200002,48.8,22.5,77.77872990935103,dangerous,2024-02-08 13:38:29.651159
793.0,5.8998489396753415,13.441971717385982,1.041993866905793,-0.679277088623994,15.3,1,3.4599998,45.5,19.7,61.22863472428267,dangerous,2024-02-08 13:38:29.651159
1003.8,8.590041163617862,13.146770736609405,0.6210039958084285,-1.6551866235768071,14.5,1,3.65,45.9,20.5,40.10776702113905,dangerous,2024-02-08 13:38:29.651159
891.1,9.0469190143351,12.648524944350465,0.7772059142166533,0.7924184740020588,12.7,1,3.7900002,48.3,22.7,34.4080887341486,dangerous,2024-02-08 13:38:29.651159
906.3,10.596433365596786,12.752604656688009,0.8514395625073241,2.225053139505971,13.5,0,3.75,47.7,22.9,64.37759455475265,not dangerous,2024-02-08 13:38:29.651159
